address,first_action_iso_date,tzkt_info_name,mint_count,bought_count,bought_prices_avg,author_sold_count,author_sold_prices_avg,secondary_sold_count,secondary_sold_prices_avg,available_count,available_prices_avg,money_received,money_sent,ratio
tz1eK6niFEPoaa3EfBfzLLXV2A6KVBma3YNs,2021-03-02 12:07:15+00:00,,0,1,5.0,0,0.0,0,0.0,0,0.0,0.0,5.0,
tz1Ub18qrFuWnChL4RGEmqa5SRUvdi9G7Mhv,2021-03-02 12:21:15+00:00,Hakar,81,0,0.0,0,0.0,0,0.0,1,900.0,0.0,0.0,
tz1gzBtm1r59EtsWMfGMdpnZjtyuQ2fKkjAx,2021-03-02 12:30:15+00:00,Stereohopper,1433,20,2.6384615384615384,29,9.048076923076923,1,1.0,689,1.4078947368421053,229.47875,34.3,9.048076923076923
tz2P5LDf8pQRfwCCvx2VmRXnwzeqqrbjKC8U,2021-03-02 15:46:43+00:00,,136,0,0.0,0,0.0,0,0.0,45,22.444444444444443,0.0,0.0,
tz1enSmESCGkRYo2CtDYKhqUHFTAQkpXjYjg,2021-03-02 16:05:43+00:00,,2,3,4.0,0,0.0,0,0.0,0,0.0,0.0,4.0,
tz1cG99Vrm52umrZnkLqX13wNT9GaFZ7uE6U,2021-03-02 16:09:43+00:00,,22,0,0.0,1,25.0,0,0.0,8,30.0,24.375,0.0,inf
tz1Uzm53vPr2Giyi32yT9GUvBErKqHPBjvQL,2021-03-02 16:27:43+00:00,,122,7,5.430000000000001,1,0.121,0,0.0,121,5.90512396694213,0.117975,83.591459,inf
tz2FRZpH4XSqCoyHv7cLwp8wvBBBZ6Z1LCeW,2021-03-02 17:17:43+00:00,,12581,102,0.20001,6,2.583333333333333,0,0.0,2459,2.5691338759658384,15.1125,0.600063,inf
tz1XmqF5gnTjgE6Cxu5CzaT5H7vXiFfihe95,2021-03-02 19:07:43+00:00,,5045,180,5.926666666666667,1,1.0,0,0.0,29,1.0,0.975,355.6,inf
tz1i8ZPJt4EKoD9iWzJteQvGwVUNuRY5yfcA,2021-03-02 19:21:43+00:00,,1267,1,1.0,15,9.633333333333333,0,0.0,283,1.5247349823321554,140.8875,1.0,inf
tz1Ttbyw8s39GMPMT81ErqwhCA6Cr4cZfmrA,2021-03-02 19:28:43+00:00,,26,0,0.0,0,0.0,0,0.0,26,13.461538461538462,0.0,0.0,
tz1WNk2o2hJvzjuZRNmZQwjLQuv24wDv1zjU,2021-03-02 20:10:43+00:00,,1626,32,3.0325,16,1.181818181818182,0,0.0,1481,2.5172180958811614,12.675,126.568437,inf
tz1aVAMaZ4U5Zt52yZLQbrPx2tAh6J6n9iGL,2021-03-02 21:14:23+00:00,Harmonic Flowers,1362,43,1.7815,313,1.720981595092024,8,3.5357142857142856,977,1.107963152507698,280.72574999999915,14.252,0.4867422693189563
tz1RAP1YGSGCYcvw9TshN3Sy6Nxkw4o3wy86,2021-03-02 21:30:23+00:00,,80,24,4.118751874999999,33,5.624974999999999,1,2.0,44,6.909074999999999,44.07480400000001,65.90002999999999,2.8124874999999996
tz1Nt3A9ig8gnZdh3vCEHRiCPyX5BMcimUiZ,2021-03-02 22:01:23+00:00,,39,0,0.0,0,0.0,0,0.0,38,21.84210526315789,0.0,0.0,
tz1iv9JTYazWz9LjEsy7LNuaPtn7Crm7uqMY,2021-03-02 22:04:23+00:00,whavvel,209,16,1.466,95,2.4801886792452827,3,2.6666666666666665,96,5.161458333333333,128.96375,7.33,0.9300707547169811
tz1VvoFKaiR6ukkjBVcZ6KiQqcw3AwyMQWqQ,2021-03-03 01:04:19+00:00,,20,6,3.9,0,0.0,0,0.0,19,20.526315789473685,0.0,19.5,
tz1VWKeeSqxdLsTfAyCSrwFVZnfgw4ZwaHWV,2021-03-03 01:44:19+00:00,,13,0,0.0,1,30.0,0,0.0,12,35.416666666666664,29.25,0.0,inf
tz1PMTbxjywp7jQsTv57WELWvWpFtxp1zcLM,2021-03-03 02:17:19+00:00,,705,0,0.0,0,0.0,0,0.0,620,1.4193548387096462,0.0,0.0,
tz1eNsDj6fKVG3WwRKaTBVZYxyiXJt6VPKFV,2021-03-03 02:18:19+00:00,franciscoskt,34,8,0.205,21,5.571428571428571,0,0.0,11,12.909090909090908,114.07500000000005,0.41,inf
tz1hRZDdpiGm68vPHkvUbmrQLGNLggjxx9PS,2021-03-03 03:39:03+00:00,,214,0,0.0,5,3.0000000000000004e-05,0,0.0,109,2.018348623853211,0.000145,0.0,inf
tz1StFmLYmT25eycSk7cdsuECmY61acvMmnt,2021-03-03 04:11:51+00:00,,1,0,0.0,1,3.0,0,0.0,0,0.0,2.925,0.0,inf
tz1XURNKubUTyRyKcr4sm6bFb1UtD3PSxMAp,2021-03-03 05:11:36+00:00,,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,
tz2UD7tXJyBrfDBHnFzhnaeL8ZGHxcDZuDa3,2021-03-03 08:01:44+00:00,,53,2,0.5,1,6.0,0,0.0,41,10.317073170731708,5.85,0.5,inf
tz1KyMb5TpWm3ED8WUbt5xDHVBkDhiQbKk1W,2021-03-03 08:32:44+00:00,,220,0,0.0,197,3.847817258883248,5,8.6,67,153.29999999999998,743.3694999999998,0.0,0.4474206114980521
tz1Kp19QyYUnXuE6cxuXxsfQZbyqv5JtKPku,2021-03-03 11:02:44+00:00,,15,1,2.0,3,6.666666666666667,0,0.0,10,5.6,19.5,2.0,inf
tz1SDBVkKnQiH3ZFP8SwYnHwGZFf5PgYakv5,2021-03-03 12:07:44+00:00,,40,0,0.0,0,0.0,0,0.0,20,10.0,0.0,0.0,
tz1TSWEDs9wcBx2KiRzVzyzECsNpRiZaLJ1D,2021-03-03 14:13:44+00:00,Frederik Vanhoutte,11620,263,8.509927174129352,1295,7.372670807453416,54,5.716981132075472,9960,319.3586693766939,4662.524999999998,1810.495362,1.2896090851321156
tz1TRrpXyABLU7RfM1fR5AbFM4g3F71KpKVS,2021-03-03 14:30:44+00:00,,2,6,3e-05,0,0.0,0,0.0,2,420.0,0.0,6e-05,
tz1fXGt1qAuJpDXVuL2L4USP5UrKf7eTfgna,2021-03-03 15:00:44+00:00,,0,34,45.26870967741935,0,0.0,0,0.0,0,0.0,0.0,1403.33,
tz1dEtgX65yHBW8cjYfZjSDEqUrcHBaK31HZ,2021-03-03 15:05:44+00:00,,1,0,0.0,0,0.0,0,0.0,1,50.0,0.0,0.0,
tz1P5Za1TUMsDejgzMM5iMNfHAxDUpPCHiwZ,2021-03-03 16:00:44+00:00,Joanie Lemercier,3262,164,9.9356,668,144.5072463768116,35,13.046470588235294,104,56.71153846153846,9869.457999999997,1245.95,11.076347844383413
tz1amcnQuDXY2pzBy23e4sV8qaxpRbQAY7W6,2021-03-03 16:21:44+00:00,xiiixiii,545,36,2.4598214285714284,71,2.676057042253521,0,0.0,472,1.0169491525423728,186.2500479999998,72.875,inf
tz1Zhwezmjhn86kPB4684FpGpP2i6GToaa9e,2021-03-03 16:39:24+00:00,,33,4,4e-05,1,4.0,0,0.0,27,2.1259259259259258,35.602947,4e-05,inf
tz1LS9yPMo6cUQcxpeakNAJkPnAMqLrvjGCo,2021-03-03 16:43:24+00:00,,356,12,5.419095454545455,33,25.33333333333333,0,0.0,240,27.65,815.1000000000005,59.61005,inf
tz2JLDx7Q5n8KVWCCiP4nFZTXd29j8cYrrqg,2021-03-03 17:20:24+00:00,,1,0,0.0,1,1.234567,0,0.0,0,0.0,1.203702,0.0,inf
tz1Q86tz2HeTL6iwHVcYe7nGUN4zSU545nWf,2021-03-03 17:36:24+00:00,,0,211,7.436876652892562,0,0.0,0,0.0,0,0.0,0.0,899.862075,
tz2EaL8HTqjZhVAWrQ3Ddp4wNCxPeE8CtM5f,2021-03-03 18:09:24+00:00,TaCyTurn,373,68,2.858035166666667,15,2.26,0,0.0,300,1.9530000000000036,11.017500000000002,86.741055,inf
tz1dC1gNTYrpRx8wKdZFhUX7oK8h6o2j6UdV,2021-03-03 18:12:24+00:00,Milos,38,54,10.33229375,27,9.0,1,15.0,12,43.750000416666666,45.375,496.9501,0.6
tz2HYjnnRbzPpUGMUYGKVXDnsfSKKqH3aCVT,2021-03-03 18:24:24+00:00,,6553,0,0.0,0,0.0,0,0.0,466,1.0,0.0,0.0,
tz1fXvCs7BqoMTZFtGAusDwHsqeJyVGQF9j7,2021-03-03 18:30:24+00:00,,21012,3,51.0,0,0.0,0,0.0,10011,1.0438517630606332,0.0,102.0,
tz1dz7eYRd5uV2DndcPWFeEHYGgw4bJZoCBN,2021-03-03 18:33:24+00:00,,11,7,0.944333,0,0.0,0,0.0,10,10.0,0.0,1.888666,
tz1dKaw4xdNjfufDSLWRxumNBwe2VX4mxXyW,2021-03-03 18:45:24+00:00,,32,4,1.0,5,4.0999994,0,0.0,24,3.5833327500000003,19.987497,8.156074,inf
tz1L1XwcVmD2z4qPfLtBJ6RPThgAwLcXG6kW,2021-03-03 18:55:24+00:00,nickhubben,36,108,4.278760563380283,8,1.0,0,0.0,28,1.3214285714285714,182.8,303.79210000000006,inf
tz1NkbM2VydPjcvRfABXnJQp4QCtCQXGdcEK,2021-03-03 19:03:24+00:00,Andy Duboc,136,36,3.6505,28,8.407407407407407,0,0.0,57,12.771929824561404,221.32499999999996,73.01,inf
tz1dEF5ZMTnBSkz2ZQPvpJjwyfeUUyGjeMtf,2021-03-03 19:09:24+00:00,ertdfgcvb,166,146,6.457851427350427,159,19.59322033898305,1,5.0,13,317.96153846153845,1127.6000000000006,755.5686619999999,3.9186440677966097
tz1KritCfZbsqyeTHULnTo1PvdEhSwWJiCXS,2021-03-03 19:48:24+00:00,,0,2,2.0,0,0.0,0,0.0,0,0.0,0.0,2.0,
tz1KrhGtHThyo7WQobeGnrTaFhawwYSRZ6YS,2021-03-03 20:01:24+00:00,Oficinas TK,119,47,3.4519999999999995,76,10.0,1,34.0,42,108.0,256.9,138.07999999999998,0.29411764705882354
tz1PFocXC9HkFenCfW1ZRhb8ZtWEtj1JUfR9,2021-03-03 20:07:24+00:00,erin beesley,201,125,7.08252336448598,160,12.586206896551724,12,17.775000000000002,3,78.0,733.0799999999999,757.8299999999999,0.7080847761773121
tz1L3DAZ51Ev5W5YxCcxcdZzSYA8q4yruRbm,2021-03-03 20:09:24+00:00,,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,
tz1djRgXXWWJiY1rpMECCxr5d9ZBqWewuiU1,2021-03-03 20:17:24+00:00,,79,19,1.1583333333333334,1,11.563636,0,0.0,78,14.120978666666655,11.274545,13.9,inf
tz1W4SNhzwGVG1QQMDevm6N5EqDBZFfPgeE2,2021-03-03 20:17:24+00:00,,0,243,3.3807666666666667,0,0.0,0,0.0,0,0.0,388.9999999999999,633.538,
tz2ToQU4xzVt8QNQjManb9Ks1gaHxyZWCQrR,2021-03-03 20:19:24+00:00,,0,26,5.833333333333333,0,0.0,0,0.0,0,0.0,0.0,17.5,
tz1VtxGYmeGBCzKie8hd91zdWNCzgkTHMXs9,2021-03-03 20:21:24+00:00,,120,22,1.3,12,4.0,0,0.0,107,5.065420560747664,46.79999999999999,15.6,inf
tz2H21wDMLHDJ4jcJwPr8cmhFatSv276Jama,2021-03-03 20:22:24+00:00,,0,24,3.62,0,0.0,0,0.0,0,0.0,0.0,18.1,
tz2JLeUYeS6wd1z2NPrZeFerv5Z1UYTDjKQV,2021-03-03 20:22:24+00:00,,27,8,4.5e-05,3,1.0,0,0.0,23,2.1739130434782608,2.925,4.5e-05,inf
tz2UvEMSqhXeREANCQvhgHSpN2Lc4LEuKR6V,2021-03-03 20:23:24+00:00,,10,11,1.6833333333333331,1,3.0,0,0.0,9,3.0,2.925,10.1,inf
tz1L7dGRrWStRo57MR1VYCFboKCznDrbhzKw,2021-03-03 20:24:24+00:00,,10,42,1.9705882352941175,1,0.05,0,0.0,9,0.0499999999999999,0.04875,100.5,inf
tz1SeV6vmY1nR6xuDPXRx1tWsrhqXCwmXL2j,2021-03-03 20:34:24+00:00,Luis E. Fraguada,1133,78,0.6583333333333333,64,4.818181818181818,0,0.0,463,1.3677884615384617,51.675,3.95,inf
tz2GK2n3iUmekDjAipmw8qcAL3k6Y1iwKErA,2021-03-03 20:37:24+00:00,,1115,7,1.0,0,0.0,0,0.0,72,3.583333333333333,0.0,1.0,
tz1hKW9ZbV7U1hb1zPfrE6HG5UWsKt6eppMa,2021-03-03 20:44:24+00:00,,0,4,4.25,0,0.0,0,0.0,0,0.0,0.0,8.5,
tz1QGRRWiWaQX1ZaknRuxhsV6sVz1x4tvHvH,2021-03-03 20:44:24+00:00,Q1R0Z,13,7,1.8125,8,63.75,0,0.0,3,30.0,498.25,7.25,inf
tz1T1u1CET7ek19f5P59vCdjTNFWAscYQ5ct,2021-03-03 20:59:24+00:00,SouthernTez,55,19,1.5746686666666667,0,0.0,0,0.0,46,1.4130434782608696,0.0,23.62003,
tz2BBVCfxfXYJXy24j1Gbq6okGYRbCjvwA25,2021-03-03 21:00:24+00:00,,0,23,1.49875,0,0.0,0,0.0,0,0.0,0.0,11.99,
tz1fm4vXdgnDw9mdbeUr2WDRXaSS6bjvjY14,2021-03-03 21:01:24+00:00,,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,5.0,
tz1M1TAPmAWgZGR4hcC1MFALjAVSih3YCXE2,2021-03-03 21:11:24+00:00,,58,618,6.129571650190112,29,1.0,0,0.0,9,4.0,14.1,3224.1546879999987,inf
tz1Szx5q9NYBLjY4PaihQGzVFcD8fJ9scd7o,2021-03-03 21:17:24+00:00,,3,0,0.0,0,0.0,0,0.0,3,40.0,0.0,0.0,
tz1QSbd179w1Xp9WTaCwcBt4xxvBpZEtxbxJ,2021-03-03 21:33:24+00:00,,19,4,6.5,0,0.0,0,0.0,5,10.0,0.0,13.0,
